--Pokemon Base Stats & Types--
NUM|NAME      |TYPE             |  HP| ATK| DEF| SPE|SATK|SDEF|ABILITY1    |ABILITY2    |ITEM
145 ELECTHOR   : VIT.EXTREME at level 1, LAME-FEUILLE at level 1, VEGE-ATTAK at level 13, AROMATHERAPI at level 25, GLACIATION at level 37, POUDRE DODO at level 49, GRELE at level 61, TRIPLATTAQUE at level 73, TRANCHE at level 85
146 SULFURA    : MEGACORNE at level 1, VENT ARGENTE at level 1, DARD-NUEE at level 13, VAMPIRISME at level 25, PAR ICI at level 37, SIPHON at level 49, CADEAU at level 61, PUREDPOIS at level 73, AFFUTAGE at level 85
147 MINIDRACO  : OCTAZOOKA at level 1, GICLEDO at level 1, VIBRAQUA at level 8, GRIMACE at level 15, PINCE-MASSE at level 22, COGNOBIDON at level 29, SOIN at level 36, COUPE-VENT at level 43, OCROUPI at level 50, TOURNIQUET at level 57
148 DRACO      : CROC FATAL at level 1, PISTOLET A O at level 1, ECUME at level 1, RELACHE at level 1, GICLEDO at level 8, LASER GLACE at level 15, ABIME at level 22, LECHOUILLE at level 29, TRANCHE at level 38, REPLI at level 47, HYDROCANON at level 56, HYDROBLAST at level 65
149 DRACOLOSSE : DANSE PLUIE at level 1, RELACHE at level 1, TOURNIQUET at level 1, OCROUPI at level 1, RETOUR at level 8, INTIMIDATION at level 15, OCTAZOOKA at level 22, REFLET at level 29, TRANCH’HERBE at level 38, HYDROCANON at level 47, GICLEDO at level 55, DOUX BAISER at level 61, ECUME at level 75
150 MEWTWO     : DARD-NUEE at level 1, VENT ARGENTE at level 1, ABIME at level 11, COUP-CROIX at level 22, LANCE-FLAMME at level 33, SECRETION at level 44, REGENERATION at level 55, DEFLAGRATION at level 66, CROC DE MORT at level 77, POING DE FEU at level 88, FLAMMECHE at level 99
151 MEW        : PSYKO at level 1, RACINES at level 10, DETRITUS at level 20, ACIDARMURE at level 30, EXTRASENSEUR at level 40, YOGA at level 50
152 GERMIGNON  : BAILLEMENT at level 1, MEGACORNE at level 1, HYDROBLAST at level 8, GUILLOTINE at level 12, DARD-NUEE at level 15, TOILE at level 22, RAYON SIGNAL at level 29, TAILLADE at level 36, DOUBLE-DARD at level 43, FORCE POIGNE at level 50
153 MACRONIUM  : VENT ARGENTE at level 1, RELACHE at level 1, DETRITUS at level 1, MEGACORNE at level 1, AVALE at level 8, LUMIQUEUE at level 12, SOUPLESSE at level 15, DARD-NUEE at level 23, SECRETION at level 31, AEROBLAST at level 39, ULTIMAWASHI at level 47, TONNERRE at level 55
154 MEGANIUM   : RAYON SIGNAL at level 1, TAILLADE at level 1, TOILE at level 1, MEGACORNE at level 1, SECRETION at level 8, TORGNOLES at level 12, LUMIQUEUE at level 15, VENT ARGENTE at level 23, POING DARD at level 31, VAMPIRISME at level 41, DARD-NUEE at level 51, DOUBLE-DARD at level 61
155 HERICENDRE : VAGUE PSY at level 1, EBOULEMENT at level 1, PSYCHO BOOST at level 6, RAFALE PSY at level 12, TELEKINESIE at level 19, HURLEMENT at level 27, DEVOREVE at level 36, TOURMAGIK at level 46
156 FEURISSON  : REFLET MAGIK at level 1, BALL’METEO at level 1, BALL’BRUME at level 1, MUR LUMIERE at level 6, HYPNOSE at level 12, ABRI at level 21, ASSISTANCE at level 31, METRONOME at level 42, VAGUE PSY at level 54
157 TYPHLOSION : STALAGTITE at level 1, MEGAPHONE at level 1, TOMBEROCHE at level 1, QUEUE-POISON at level 1, LANCE-FLAMME at level 6, POUDRE DODO at level 12, REFLET at level 21, PSYCHO BOOST at level 31, ECHANGE at level 45, PLENITUDE at level 60
158 KAIMINUS   : TUNNEL at level 1, VEGE-ATTAK at level 1, TIR DE BOUE at level 7, RACINES at level 13, CHARGE-OS at level 20, VAMPIGRAINE at level 27, TOURBI-SABLE at level 35, LANCE-BOUE at level 43, SEISME at level 52
159 CROCRODIL  : TENACITE at level 1, CHARGE-OS at level 1, BALL’METEO at level 1, VIBRAQUA at level 7, SPORE at level 13, GIGA-SANGSUE at level 21, PICOTS at level 28, TOURBI-SABLE at level 37, RACINES at level 45, VOL-VIE at level 55
160 ALIGATUEUR : TOURBI-SABLE at level 1, SOUPLESSE at level 1, FAUX-CHAGE at level 1, VEGE-ATTAK at level 1, TIR DE BOUE at level 7, MASSD’OS at level 13, COUD’BOUE at level 21, CHARGE-OS at level 28, CADEAU at level 38, AMPLEUR at level 47, PARA-SPORE at level 58
161 FOUINETTE  : EXTRASENSEUR at level 1, PSYKO at level 4, PILONNAGE at level 7, BALL’BRUME at level 12, AMNESIE at level 17, AVALE at level 24, DANSE-FOLLE at level 31, TOUR RAPIDE at level 40, BOUCLIER at level 49
162 FOUINAR    : SAISIE at level 1, MUR LUMIERE at level 1, ULTIMAWASHI at level 1, TELEKINESIE at level 4, RAFALE PSY at level 7, VAGUE PSY at level 12, LUMI-ECLAT at level 19, REPOS at level 28, CHOC MENTAL at level 37, REGENERATION at level 48, TORGNOLES at level 59
163 HOOTHOOT   : MAWASHI GERI at level 1, PIED SAUTE at level 1, MITRA-POING at level 6, VERROUILLAGE at level 11, SACRIFICE at level 16, SURPUISSANCE at level 22, ULTRALASER at level 28, PIED VOLTIGE at level 34, GRIBOUILLE at level 48
164 NOARFANG   : MITRA-POING at level 1, TOURMAGIK at level 1, VEGE-ATTAK at level 1, SACRIFICE at level 1, MAWASHI GERI at level 6, POING COMETE at level 11, REQUIEM at level 16, DARD-VENIN at level 25, TONNERRE at level 33, CORPS PERDU at level 41, VENDETTA at level 57
165 COXY       : BEC VRILLE at level 1, TORNADE at level 8, ENTRAVE at level 15, DANSE-PLUME at level 22, AEROPIQUE at level 22, TRANCH’AIR at level 22, REBOND at level 29, CHATOUILLE at level 36, AEROBLAST at level 43, HURLEMENT at level 50
166 COXYCLAQUE : BEC VRILLE at level 1, AEROBLAST at level 1, TRANCH’AIR at level 8, DANSE-PLUME at level 15, MIMIQUE at level 24, DANSE DRACO at level 24, MIMI-QUEUE at level 24, AEROPIQUE at level 33, PICPIC at level 42, CRU-AILE at level 51, PIQUE at level 60
167 MIMIGAL    : LUMIQUEUE at level 1, MEGACORNE at level 1, TOILE at level 6, SECRETION at level 11, DARD-NUEE at level 17, DOUBLE-DARD at level 23, MANIA at level 30, TAILLADE at level 37, CONVERSION 2 at level 45, VAMPIRISME at level 53
168 MIGALOS    : VAMPIRISME at level 1, MORSURE at level 1, DOUBLE-DARD at level 1, MEGACORNE at level 1, TAILLADE at level 6, E-COQUE at level 11, TOILE at level 17, POING-KARATE at level 25, PLAQUAGE at level 34, COUPE-VENT at level 43, SECRETION at level 53, VEGE-ATTAK at level 63
169 NOSTENFER  : BLIZZARD at level 1, EMPAL’KORNE at level 1, POUDREUSE at level 1, BOMB’OEUF at level 1, COUP D’MAIN at level 6, POINGLACE at level 11, LAIT A BOIRE at level 16, BRUME at level 21, PICANON at level 28, COGNOBIDON at level 35, GRELE at level 42, VOEU at level 49, GRIFFE at level 56
170 LOUPIO     : VOL-VIE at level 1, BALL’METEO at level 1, BALLE GRAINE at level 5, SYNTHESE at level 13, PARA-SPORE at level 17, BOUL’ARMURE at level 25, POING DARD at level 29, VAMPIGRAINE at level 37, SIFFL’HERBE at level 41, HYDROCANON at level 49
171 LANTURN    : MACHOUILLE at level 1, VEGE-ATTAK at level 1, DANSE-FLEUR at level 1, SOUPLESSE at level 5, SIFFL’HERBE at level 13, BALLE GRAINE at level 17, TRANCH’HERBE at level 25, SOUVENIR at level 32, LAME-FEUILLE at level 43, MORSURE at level 50, BASTON at level 61
172 PICHU      : DARD-NUEE at level 1, MEGACORNE at level 1, TRANCHE at level 6, VAMPIRISME at level 8, ECLATEGRIFFE at level 11
173 MELO       : VENT ARGENTE at level 1, MEGACORNE at level 1, PATIENCE at level 4, VAMPIRISME at level 8, RAYON SIGNAL at level 13
174 TOUDOUDOU  : LECHOUILLE at level 1, DRACOSOUFFLE at level 1, ETONNEMENT at level 4, BALL’OMBRE at level 9, RANCUNE at level 14
175 TOGEPI     : OURAGAN at level 1, DRACOGRIFFE at level 1, DANSE DRACO at level 6, ASSISTANCE at level 11, COPIE at level 16, DETECTION at level 21, DRACOSOUFFLE at level 26, COLERE at level 31, DRACO-RAGE at level 36, MEGAPHONE at level 41
176 TOGETIC    : DRACO-RAGE at level 1, BALL’METEO at level 1, ULTIMAPOING at level 6, AFFUTAGE at level 11, SONICBOOM at level 16, OURAGAN at level 21, ETREINTE at level 26, DANSE DRACO at level 31, DRACOSOUFFLE at level 36, CONVERSION 2 at level 41
177 NATU       : BALL’METEO at level 1, MORSURE at level 1, POUV.ANTIQUE at level 10, LAIT A BOIRE at level 20, BASTON at level 30, GICLEDO at level 30, BULLES D’O at level 40, TRANCHE at level 50
178 XATU       : CLONAGE at level 1, MORSURE at level 1, VIBRAQUA at level 10, PLENITUDE at level 20, GRONDEMENT at level 35, HYDROBLAST at level 35, PIQUE at level 50, BASTON at level 65
179 WATTOUAT   : LANCE-BOUE at level 1, CHOC MENTAL at level 1, OCTAZOOKA at level 9, REPOS at level 16, MUR LUMIERE at level 23, CHARGE-OS at level 30, DEPIT at level 37
180 LAINERGIE  : JET DE SABLE at level 1, REPOS at level 1, MASSD’OS at level 1, IMPLORE at level 9, POING COMETE at level 18, LUMI-ECLAT at level 27, VAGUE PSY at level 36, PISTOLET A O at level 45
181 PHARAMP    : AMPLEUR at level 1, LUMI-ECLAT at level 1, CHOC MENTAL at level 1, EXTRASENSEUR at level 1, YOGA at level 9, TUNNEL at level 18, LANCE-BOUE at level 27, ECHANGE at level 30, JET DE SABLE at level 42, REFLET MAGIK at level 57
182 JOLIFLOR   : DOUBLE PIED at level 1, BALAYAGE at level 1, PINCE-MASSE at level 1, OCROUPI at level 1, CASSE-BRIQUE at level 44, DETECTION at level 55
183 MARILL     : RELACHE at level 1, AROMATHERAPI at level 3, DANSE-FLEUR at level 6, DANSE-PLUME at level 10, SPORE at level 15, MEGA-SANGSUE at level 21, LANCE-SOLEIL at level 28, BOMB-BEURK at level 36, BALLE GRAINE at level 45
184 AZUMARILL  : VEGE-ATTAK at level 1, LARCIN at level 1, QUEUE-POISON at level 1, BOMB-BEURK at level 1, POUDRE TOXIK at level 3, SIFFL’HERBE at level 6, PARA-SPORE at level 10, VAMPIGRAINE at level 15, LAME-FEUILLE at level 24, POING DARD at level 34, BALLE GRAINE at level 45, PUREDPOIS at level 57
185 SIMULARBRE : OURAGAN at level 1, DRACOSOUFFLE at level 1, ONDE DE CHOC at level 9, DRACO-RAGE at level 17, ECLAIR at level 25, DANSE DRACO at level 33, DRACOGRIFFE at level 41, ETINCELLE at level 49, COLERE at level 57
186 TARPAUD    : BLABLA DODO at level 1, POUDREUSE at level 1, ONDE BOREALE at level 1, DAMOCLES at level 1, GLACIATION at level 35, BLIZZARD at level 51
187 GRANIVOL   : QUEUE DE FER at level 1, SIFFL’HERBE at level 5, POING METEOR at level 5, FLEAU at level 10, AILE D’ACIER at level 13, GRIFFE ACIER at level 15, MUR DE FER at level 17, TOXIK at level 20, METRONOME at level 25, STRIDO-SON at level 30
188 FLORAVOL   : CARNAREKET at level 1, TOURNIQUET at level 1, ROUE DE FEU at level 1, DYNAMOPOING at level 1, GRIFFE ACIER at level 5, QUEUE DE FER at level 5, POING METEOR at level 10, AMPLEUR at level 13, ACIDARMURE at level 15, MUR DE FER at level 17, AILE D’ACIER at level 22, STRIDO-SON at level 29, CAMOUFLAGE at level 36
189 COTOVOL    : QUEUE DE FER at level 1, POING METEOR at level 1, MUR DE FER at level 1, AILE D’ACIER at level 1, DARD-NUEE at level 5, DOUBLE-DARD at level 5, CARNAREKET at level 10, GRIFFE ACIER at level 13, PICANON at level 15, STRIDO-SON at level 17, LASER GLACE at level 22, DEPIT at level 33, ULTIMAPOING at level 44
190 CAPUMAIN   : MUR LUMIERE at level 1, LASER GLACE at level 1, HATE at level 6, DANSE DRACO at level 13, OURAGAN at level 18, DRACOSOUFFLE at level 25, TOURMAGIK at level 31, DRACO-RAGE at level 38, DRACOGRIFFE at level 43, BALL’BRUME at level 50
191 TOURNEGRIN : TUNNEL at level 1, VERROUILLAGE at level 6, VIT.EXTREME at level 13, TOILE at level 18, LANCE-BOUE at level 25, AMPLEUR at level 30, SEISME at level 37, TOURBI-SABLE at level 42
192 HELIATRONC : HYPNOSE at level 1, MASSD’OS at level 1, TIR DE BOUE at level 6, COUD’BOUE at level 13, ABIME at level 18, RECYCLAGE at level 25, CHARGE-OS at level 30, OSMERANG at level 37, POSSESSIF at level 42
193 YANMA      : CASSE-BRIQUE at level 1, OCROUPI at level 1, POINGLACE at level 7, PIED VOLTIGE at level 13, RIPOSTE at level 19, GONFLETTE at level 25, CONTRE at level 31, FRAPPE ATLAS at level 37, DYNAMOPOING at level 43, COGNE at level 49
194 AXOLOTO    : TOURBI-SABLE at level 1, FATAL-FOUDRE at level 1, ONDE DE CHOC at level 11, DOUX BAISER at level 16, CHARGEUR at level 21, POING-ECLAIR at level 31, ELECANON at level 36, CAGE-ECLAIR at level 41, TONNERRE at level 51, MALEDICTION at level 51
195 MARAISTE   : FLEAU at level 1, FATAL-FOUDRE at level 1, ONDE DE CHOC at level 11, POING-ECLAIR at level 16, CAGE-ECLAIR at level 23, RELAIS at level 35, EMPAL’KORNE at level 42, ETINCELLE at level 49, TRIPLATTAQUE at level 61, ELECANON at level 61
196 MENTALI    : LASER GLACE at level 1, PIED SAUTE at level 1, POINGLACE at level 1, COPIE at level 8, BALL’GLACE at level 16, BUEE NOIRE at level 23, VENT GLACE at level 30, POUDREUSE at level 36, STALAGTITE at level 42, POING METEOR at level 47, TENACITE at level 52
197 NOCTALI    : ONDE DE CHOC at level 1, ECLAIR at level 1, EBOULEMENT at level 1, PRESCIENCE at level 8, TOMBEROCHE at level 16, POURSUITE at level 23, TELEKINESIE at level 30, ENCORE at level 36, ELECTACLE at level 42, JET-PIERRES at level 47, POUV.ANTIQUE at level 52
198 CORNEBRE   : VEGE-ATTAK at level 1, BOOST at level 9, HYPNOSE at level 14, TOURBI-SABLE at level 22, SIFFL’HERBE at level 27, VAMPIGRAINE at level 35, POUDRE DODO at level 40, SPORE COTON at level 48
199 ROIGADA    : DANSE DRACO at level 1, DRACOGRIFFE at level 1, COUD’KRANE at level 1, DRACOSOUFFLE at level 6, TIR DE BOUE at level 15, ONDE FOLIE at level 20, COLERE at level 29, OURAGAN at level 34, DRACO-RAGE at level 43, FAUX-CHAGE at level 48
200 FEUFOREVE  : MIMI-QUEUE at level 1, ULTIMAPOING at level 1, TOURMENTE at level 6, OCROUPI at level 11, OCTAZOOKA at level 17, ECUME at level 23, BALLE GRAINE at level 30, REPLI at level 37, ONDE FOLIE at level 45, ETONNEMENT at level 53
201 ZARBI      : ULTIMAPOING at level 1
202 QULBUTOKE  : COUP-CROIX at level 1, EMPAL’KORNE at level 1, AILE D’ACIER at level 1, LASER GLACE at level 1
203 GIRAFARIG  : POING-KARATE at level 1, DEFLAGRATION at level 1, ERUPTION at level 7, PIED BRULEUR at level 13, COGNE at level 19, CASSE-BRIQUE at level 25, LANCE-FLAMME at level 31, DANSEFLAMME at level 37, GONFLETTE at level 43, DOUBLE PIED at level 49
204 POMDEPIK   : FLEAU at level 1, BOMB’OEUF at level 1, ROULADE at level 8, EBOULEMENT at level 15, REQUIEM at level 22, BOULE ROC at level 29, BALL’GLACE at level 36, RUGISSEMENT at level 43, TOMBEROCHE at level 50
205 FORETRESS  : COUD’KRANE at level 1, PIED VOLTIGE at level 1, EBOULEMENT at level 1, TEMPETESABLE at level 8, JET-PIERRES at level 15, TOMBEROCHE at level 22, BALAYAGE at level 29, BOULE ROC at level 39, ABRI at level 49, ROULADE at level 59
206 INSOLOURDO : DRACOSOUFFLE at level 1, CROISSANCE at level 4, DRACO-RAGE at level 11, COLERE at level 14, ABRI at level 21, METRONOME at level 24, GLACIATION at level 31, ETINCELLE at level 34, STIMULANT at level 41
207 SCORPLANE  : QUEUE-POISON at level 1, BOMB-BEURK at level 6, ACIDE at level 13, PUREDPOIS at level 20, CANICULE at level 28, MEGA-SANGSUE at level 36, DEVOREVE at level 44, REFLET MAGIK at level 52
208 STEELIX    : GRELE at level 1, LASER GLACE at level 1, BLIZZARD at level 9, BUEE NOIRE at level 13, BULLES D’O at level 21, POUDREUSE at level 25, PAR ICI at level 33, ONDE BOREALE at level 37, FLAIR at level 45, BRUME at level 49, BALL’GLACE at level 57
209 SNUBBULL   : SEISME at level 1, VEGE-ATTAK at level 1, CHARGE-OS at level 4, METEORES at level 8, ABIME at level 13, SIPHON at level 19, CROC DE MORT at level 26, RELAIS at level 34, LILLIPUT at level 43, DANSE PLUIE at level 53
210 GRANBULL   : SEISME at level 1, OCROUPI at level 1, FRAPPE ATLAS at level 4, ABRI at level 8, ABIME at level 13, AMPLEUR at level 19, OSMERANG at level 28, GICLEDO at level 38, OCTAZOOKA at level 49, MASSD’OS at level 61
211 QWILFISH   : DRACOGRIFFE at level 1, COLERE at level 1, BOMB-BEURK at level 1, DRACO-RAGE at level 10, POUDRE TOXIK at level 10, SOUPLESSE at level 19, OURAGAN at level 28, BRUME at level 37, FRENESIE at level 46
212 CIZAYOX    : POING OMBRE at level 1, EBOULEMENT at level 1, BROUHAHA at level 6, BOULE ROC at level 11, POUV.ANTIQUE at level 16, JET-PIERRES at level 21, ROULADE at level 26, CYCLONE at level 31, TOMBEROCHE at level 36, RANCUNE at level 41, TEMPETESABLE at level 46
213 CARATROC   : OURAGAN at level 1, CROC DE MORT at level 1, DRACO-RAGE at level 9, DANSE DRACO at level 14, FORCE POIGNE at level 23, VEGE-ATTAK at level 28, TREMPETTE at level 37
214 SCARHINO   : COUP D’BOULE at level 1, GRIFFE ACIER at level 1, FEU SACRE at level 6, REBOND at level 11, BEC VRILLE at level 17, COUP D’MAIN at level 23, CRU-AILE at level 30, LUMIQUEUE at level 37, AEROBLAST at level 45, LARCIN at level 53
215 FARFURET   : VIBRAQUA at level 1, REFLET at level 1, GICLEDO at level 1, HYDROCANON at level 8, PINCE-MASSE at level 15, OCTAZOOKA at level 22, MIMIQUE at level 29, CHARME at level 36, CASSE-BRIQUE at level 43, SIPHON at level 50, CONVERSION 2 at level 57, PISTOLET A O at level 64
216 TEDDIURSA  : CROC FATAL at level 1, BLIZZARD at level 1, BRUME at level 7, BELIER at level 13, ONDE BOREALE at level 19, VENT GLACE at level 25, KOUD’KORNE at level 31, ROULADE at level 37, BALL’GLACE at level 43, VEGE-ATTAK at level 49
217 URSARING   : ETREINTE at level 1, CHARME at level 1, POUDREUSE at level 1, BLIZZARD at level 1, PUIS. CACHEE at level 7, ATTRACTION at level 13, MEGAPHONE at level 19, BALANCE at level 25, KOUD’KORNE at level 31, RECYCLAGE at level 37, STALAGTITE at level 43, GRELE at level 49
218 LIMAGMA    : OCROUPI at level 1, OCTAZOOKA at level 1, RONFLEMENT at level 8, HYDROCANON at level 15, RUGISSEMENT at level 22, BULLES D’O at level 29, SOIN at level 36, FLAIR at level 43, PINCE-MASSE at level 50
219 VOLCAROPOD : FATAL-FOUDRE at level 1, OCTAZOOKA at level 1, ECUME at level 1, VIBRAQUA at level 1, CLAQUOIR at level 8, TENEBRES at level 15, TONNERRE at level 22, ACIDARMURE at level 29, PISTOLET A O at level 36, REPLI at level 48, DANSE PLUIE at level 60
220 MARCACRIN  : ROUE DE FEU at level 1, ERUPTION at level 1, SURCHAUFFE at level 10, FLAMMECHE at level 19, CANICULE at level 28, PIED BRULEUR at level 37, FEU SACRE at level 46, FEU FOLLET at level 55
221 COCHIGNON  : LANCE-FLAMME at level 1, ERUPTION at level 1, ONDE BOREALE at level 1, VENT ARGENTE at level 1, FEU SACRE at level 10, COUP D’MAIN at level 19, LAIT A BOIRE at level 28, POING DE FEU at level 33, SURCHAUFFE at level 42, E-COQUE at level 56, ROUE DE FEU at level 70
222 CORAYON    : MEGAPHONE at level 1, BARRAGE at level 6, PARESSE at level 12, BELIER at level 17, CROC DE MORT at level 17, PUIS. CACHEE at level 23, AVALE at level 28, UPPERCUT at level 34, GUILLOTINE at level 39, DESTRUCTION at level 45
223 REMORAID   : ULTIMAPOING at level 1, BERCEUSE at level 11, FRUSTRATION at level 22, ELECTACLE at level 22, DANSE DRACO at level 22, OURAGAN at level 33, BELIER at level 44, COLERE at level 55
224 OCTILLERY  : ULTIMAWASHI at level 1, OURAGAN at level 11, DRACOSOUFFLE at level 22, DANSE DRACO at level 22, DRACOGRIFFE at level 22, RACINES at level 25, RAFALE FEU at level 38, COLERE at level 54, PRESCIENCE at level 70
225 CADOIZO    : MACHOUILLE at level 1
226 DEMANTA    : INTIMIDATION at level 1, STIMULANT at level 1, COUP D’BOULE at level 8, GRIMACE at level 15, TRIPLATTAQUE at level 22, POING METEOR at level 29, STRIDO-SON at level 36, MUR DE FER at level 43, AILE D’ACIER at level 50
227 AIRMURE    : GRIFFE at level 1, CROC DE MORT at level 1, DAMOCLES at level 10, RELACHE at level 13, VANTARDISE at level 16, EXTRASENSEUR at level 26, GIGA-SANGSUE at level 29, SPORE at level 32, POING DARD at level 42, MEGA-SANGSUE at level 45
228 MALOSSE    : TOMBEROCHE at level 1, JET-PIERRES at level 1, ROULADE at level 7, PUISSANCE at level 13, BLUFF at level 19, ONDE FOLIE at level 25, BOULE ROC at level 31, POUV.ANTIQUE at level 37, EBOULEMENT at level 43, TEMPETESABLE at level 49
229 DEMOLOSSE  : ACIDARMURE at level 1, ROULADE at level 1, TONNERRE at level 1, BOULE ROC at level 7, TOMBEROCHE at level 13, RUGISSEMENT at level 19, PISTOLET A O at level 27, DOUBLE PIED at level 35, GRIFFE at level 43, PUIS. CACHEE at level 51, FLEAU at level 59
